Year, GP, OP, NP
2010,,6.397433577065083,0,0.8571440957264068,0.4653462127443745,0,0,0,0.277733865626229,0.35471267880695295,0,8.732138092951283,9.80597681116295,1.86,4.69,2.68,21.81,2.31
