Year, GP, OP, NP
2010,,2.218910021945867,0,0.6800109180238377,0.29869893549267584,0,0,0,0.1307759719566603,0.37084887635338004,0,Infinity,4.631689844079225,5.31,4.88,3.31,17.39,0.95
