Year, GP, OP, NP
2014,,1.0590979782270606,0,0.4010090817356206,0.2175580221997982,0,0,0,0.10839617898441428,0.31301715438950556,0,14.913461538461538,11.76959619952494,6.63,2.14,6.24,28.3,0.77
