Year, GP, OP, NP
2010,,2.1256481850817712,0,0,-0.0060761860247721435,0,0,0,-0.002314196706720071,0.2764664641271325,0,17.144927536231883,31.007246376811594,1.32,3.64,2.18,25.82,0.99
