Year, GP, OP, NP
2010,,7.144740296268517,0,0.49852156168162254,0.18131018787313113,0,0,0,0.14276097263640328,0.21652323242716212,0,7.582139487003517,3.5247169957948725,2.08,2.44,2.84,22.06,2.21
