Year, GP, OP, NP
2010,,1.3536540647972157,0,0.7964062141249735,0.13334917115787293,0,0,0,0.07785525291433892,0.24700922239420103,0,8.694796420467583,9.292374478395477,2.5,3.16,2.13,25.49,1.92
