Year, GP, OP, NP
2010,,1.9279279482534175,0,0.7614094054155803,0.304406381019562,0,0,0,0.19810124584035815,0.3834501401584873,0,3.381284438208015,2.5521679159825763,2.72,7.06,,14.59,1.71
