Year, GP, OP, NP
2010,,1.2760799447613103,0,0.6748645593367711,0.11795755150911764,0,0,0,0.08332223196388905,0.1975728682281039,0,0,16.80033526139336,3.84,4.3,4.25,31.88,1.31
