Year, GP, OP, NP
2010,,1.959659090909091,0,0.8880784267958219,0.038279745579739746,0,0,0,0.03763194125745755,0.14401587208963063,0,6.328205128205128,16.867125984251967,1.2,5.34,5.55,74.41,5.15
