Year, GP, OP, NP
2010,,3.8525519848771266,0,0.4794284070202359,0.1909465809916563,0,0,0,0.18904291682491456,0.25347655126114893,0,3.50996015936255,3.3017732742241925,2.41,4.17,5.0,23.65,2.02
