Year, GP, OP, NP
2014,,1.6384089890453555,0,0.06039281655860621,0.02220602657553173,0,0,0,0.1567369189026307,0.003292435227351103,0,1.232763680303815,81.39020930738693,5.93,0.19,1.51,18.21,0.89
