CIK, GP, OP, NP
0000796343, Adobe Systems Inc.,2.651941339024467,0,0.8553582525325258,0.1042411793136781,0,0,0,0.0477402268864382,0.28399946735581616,0,6.11434608564542,6.14640770930652,1.24,8.11,4.96,142.43,3.33
0000810136, Photronics Inc.,3.0449864705938596,0,0.2360130749917097,0.07264436970012791,0,0,0,0.03925169772007649,0.2354469657492065,0,1.5582047905693504,0.9986753087003832,0.21,1.18,0.84,19.65,3.97
0000876167, Progress Software Corporation,2.052576574168029,0,0.8952622187092061,0.1908406088695673,0,0,0,0.12314338263705352,0.013712739074719458,0,1.0837671557027921,5.856496580746975,1.42,3.6,2.25,18.93,1.63
0001038074, Silicon Laboratories Inc.,4.208242095522552,0,0.6083639178261192,0.11086268094268618,0,0,0,0.07291358419415807,0.20712410379822338,0,11.473453017570664,4.379833138283816,1.92,3.09,2.36,47.3,1.81
0001045742, LiveDeal, Inc.,0,0,0.610381620056908,-1.1642209511758312,0,0,0,0,-0.767478872113571,0,-36.1037903790379,33.049492706781706,-0.34,10.36,3.36,,
0001054374, Broadcom Corp.,2.6169786096256686,0,0.12245635159542444,0.05683323299217339,0,0,0,0.047204720472047206,0.21493076459963878,0,7.828947368421052,14.005059021922428,2.84,2.93,2.79,37.34,1.22
0001067701, United Rentals, Inc.,1.0590979782270606,0,0.4010090817356206,0.2175580221997982,0,0,0,0.10839617898441428,0.31301715438950556,0,14.913461538461538,11.76959619952494,6.63,2.14,6.24,28.3,0.77
0001076682, Majesco Entertainment Co.,1.8903728120027279,0,0.25743118877864046,-0.2588698246133666,0,0,0,-0.6101830150102229,-0.09704444961601118,0,-16.740875912408757,57.854345165238676,-1.86,0.23,0.86,,
0001085280, TIBCO Software Inc.,2.4637015835689207,0,0.7126547969531286,0.1349754661432777,0,0,0,0.09145143702435336,0.1925519884106734,0,10.691836628781981,10.588322612568035,0.77,2.94,3.46,53.63,3.5
0001093207, Crossroads Systems, Inc.,1.8960040983606556,0,0.7484565458287161,-1.0042741807820168,0,0,0,-1.9418426691153965,-0.9612157669779959,0,-36.468468468468465,12.254122211445198,0.0,2.99,24.89,,
0001177394, SYNNEX Corp.,1.6384089890453555,0,0.06039281655860621,0.02220602657553173,0,0,0,0.1567369189026307,0.003292435227351103,0,1.232763680303815,81.39020930738693,5.93,0.19,1.51,18.21,0.89
0001316360, IHS Inc.,0.7066874726720607,0,0,0.10768263709564818,0,0,0,0.04818755716382807,0.26955701604504106,0,5.468236824123261,7.495463541369734,5.79,4.01,4.19,51.18,1.53
0001326801, Facebook, Inc.,11.881818181818181,0,0.7618140243902439,0.3561991869918699,0,0,0,0.16695445072938375,0.5363313008130082,0,3.0998531571218795,2.7314365024288687,1.62,20.23,10.89,82.79,1.28
