Year, GP, OP, NP
2014,,2.052576574168029,0,0.8952622187092061,0.1908406088695673,0,0,0,0.12314338263705352,0.013712739074719458,0,1.0837671557027921,5.856496580746975,1.42,3.6,2.25,18.93,1.63
