Year, GP, OP, NP
2014,,2.6169786096256686,0,0.12245635159542444,0.05683323299217339,0,0,0,0.047204720472047206,0.21493076459963878,0,7.828947368421052,14.005059021922428,2.84,2.93,2.79,37.34,1.22
