Year, GP, OP, NP
2010,,2.6735818645037175,0,0.6404345654345655,0.22887112887112887,0,0,0,0.14805240964828667,0.2540709290709291,0,10.092261904761905,10.159857904085257,2.15,2.73,2.27,16.93,1.53
