Year, GP, OP, NP
2010,,2.1293456228247982,0,0.8016292170795724,0.38566673068305485,0,0,0,0.4018610545976053,0.3852666282568338,0,12.17653009610521,8.189252948885976,2.72,4.43,4.28,17.75,2.33
