Year, GP, OP, NP
2014,,2.651941339024467,0,0.8553582525325258,0.1042411793136781,0,0,0,0.0477402268864382,0.28399946735581616,0,6.11434608564542,6.14640770930652,1.24,8.11,4.96,142.43,3.33
