Year, GP, OP, NP
2014,,4.208242095522552,0,0.6083639178261192,0.11086268094268618,0,0,0,0.07291358419415807,0.20712410379822338,0,11.473453017570664,4.379833138283816,1.92,3.09,2.36,47.3,1.81
