Year, GP, OP, NP
2010,,2.0011704596990167,0,0,0.09987549243111009,0,0,0,0.10463104315710914,0.1546860619260495,0,8.687056357293748,6.495152179214211,4.59,2.45,4.18,13.54,2.54
