Year, GP, OP, NP
2014,,11.881818181818181,0,0.7618140243902439,0.3561991869918699,0,0,0,0.16695445072938375,0.5363313008130082,0,3.0998531571218795,2.7314365024288687,1.62,20.23,10.89,82.79,1.28
